实验序号,亲本甲配子,亲本乙配子,后代基因型,胚乳性状,粒形,性状组合
6185,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6186,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6187,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6188,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6189,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6190,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6191,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6192,wy,wY,wwYy,糯性,长粒,糯性长粒
6193,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6194,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6195,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6196,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6197,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6198,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6199,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6200,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6201,wy,wy,wwyy,糯性,短粒,糯性短粒
6202,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6203,wY,wY,wwYY,糯性,长粒,糯性长粒
6204,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6205,wy,wy,wwyy,糯性,短粒,糯性短粒
6206,wy,wY,wwYy,糯性,长粒,糯性长粒
6207,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6208,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6209,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6210,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6211,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6212,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6213,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6214,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6215,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6216,wY,wY,wwYY,糯性,长粒,糯性长粒
6217,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6218,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6219,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6220,wY,wY,wwYY,糯性,长粒,糯性长粒
6221,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6222,wy,wy,wwyy,糯性,短粒,糯性短粒
6223,wY,wY,wwYY,糯性,长粒,糯性长粒
6224,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6225,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6226,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6227,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6228,wY,wy,wwYy,糯性,长粒,糯性长粒
6229,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6230,wY,wY,wwYY,糯性,长粒,糯性长粒
6231,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6232,wY,wy,wwYy,糯性,长粒,糯性长粒
6233,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6234,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6235,wY,wY,wwYY,糯性,长粒,糯性长粒
6236,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6237,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6238,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6239,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6240,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6241,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6242,wy,wy,wwyy,糯性,短粒,糯性短粒
6243,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6244,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6245,wy,wY,wwYy,糯性,长粒,糯性长粒
6246,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6247,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6248,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6249,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6250,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6251,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6252,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6253,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6254,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6255,wy,wy,wwyy,糯性,短粒,糯性短粒
6256,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6257,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6258,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6259,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6260,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6261,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6262,wY,wY,wwYY,糯性,长粒,糯性长粒
6263,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6264,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6265,wY,wY,wwYY,糯性,长粒,糯性长粒
6266,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6267,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6268,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6269,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6270,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6271,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6272,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6273,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6274,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6275,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6276,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6277,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6278,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6279,wy,wY,wwYy,糯性,长粒,糯性长粒
6280,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6281,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6282,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6283,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6284,wy,wy,wwyy,糯性,短粒,糯性短粒
6285,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6286,wy,wy,wwyy,糯性,短粒,糯性短粒
6287,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6288,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6289,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6290,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6291,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6292,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6293,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6294,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6295,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6296,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6297,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6298,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6299,wy,wy,wwyy,糯性,短粒,糯性短粒
6300,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6301,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6302,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6303,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6304,wY,wY,wwYY,糯性,长粒,糯性长粒
6305,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6306,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6307,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6308,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6309,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6310,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6311,wy,wy,wwyy,糯性,短粒,糯性短粒
6312,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6313,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6314,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6315,wY,wY,wwYY,糯性,长粒,糯性长粒
6316,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6317,wy,wY,wwYy,糯性,长粒,糯性长粒
6318,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6319,wy,wY,wwYy,糯性,长粒,糯性长粒
6320,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6321,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6322,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6323,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6324,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6325,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6326,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6327,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6328,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6329,wy,wY,wwYy,糯性,长粒,糯性长粒
6330,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6331,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6332,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6333,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6334,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6335,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6336,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6337,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6338,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6339,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6340,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6341,wY,wy,wwYy,糯性,长粒,糯性长粒
6342,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6343,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6344,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6345,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6346,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6347,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6348,wY,wY,wwYY,糯性,长粒,糯性长粒
6349,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6350,wY,wy,wwYy,糯性,长粒,糯性长粒
6351,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6352,wY,wY,wwYY,糯性,长粒,糯性长粒
6353,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6354,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6355,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6356,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6357,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6358,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6359,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6360,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6361,wY,wY,wwYY,糯性,长粒,糯性长粒
6362,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6363,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6364,wY,wy,wwYy,糯性,长粒,糯性长粒
6365,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6366,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6367,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6368,wY,wY,wwYY,糯性,长粒,糯性长粒
6369,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6370,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6371,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6372,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6373,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6374,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6375,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6376,wy,wY,wwYy,糯性,长粒,糯性长粒
6377,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6378,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6379,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6380,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6381,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6382,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6383,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6384,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6385,wy,wY,wwYy,糯性,长粒,糯性长粒
6386,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6387,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6388,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6389,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6390,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6391,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6392,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6393,wy,wY,wwYy,糯性,长粒,糯性长粒
6394,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6395,wy,wY,wwYy,糯性,长粒,糯性长粒
6396,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6397,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6398,wy,wY,wwYy,糯性,长粒,糯性长粒
6399,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6400,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6401,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6402,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6403,wy,wy,wwyy,糯性,短粒,糯性短粒
6404,wy,wY,wwYy,糯性,长粒,糯性长粒
6405,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6406,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6407,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6408,wY,wY,wwYY,糯性,长粒,糯性长粒
6409,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6410,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6411,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6412,wY,wY,wwYY,糯性,长粒,糯性长粒
6413,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6414,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6415,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6416,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6417,wy,wY,wwYy,糯性,长粒,糯性长粒
6418,wy,wy,wwyy,糯性,短粒,糯性短粒
6419,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6420,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6421,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6422,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6423,wy,wy,wwyy,糯性,短粒,糯性短粒
6424,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6425,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6426,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6427,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6428,wy,wy,wwyy,糯性,短粒,糯性短粒
6429,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6430,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6431,wY,wY,wwYY,糯性,长粒,糯性长粒
6432,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6433,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6434,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6435,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6436,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6437,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6438,wy,wY,wwYy,糯性,长粒,糯性长粒
6439,wY,wY,wwYY,糯性,长粒,糯性长粒
6440,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6441,wY,wy,wwYy,糯性,长粒,糯性长粒
6442,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6443,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6444,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6445,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6446,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6447,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6448,wy,wY,wwYy,糯性,长粒,糯性长粒
6449,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6450,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6451,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6452,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6453,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6454,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6455,wY,wy,wwYy,糯性,长粒,糯性长粒
6456,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6457,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6458,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6459,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6460,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6461,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6462,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6463,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6464,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6465,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6466,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6467,wy,wy,wwyy,糯性,短粒,糯性短粒
6468,wY,wY,wwYY,糯性,长粒,糯性长粒
6469,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6470,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6471,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6472,wY,wY,wwYY,糯性,长粒,糯性长粒
6473,wY,wy,wwYy,糯性,长粒,糯性长粒
6474,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6475,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6476,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6477,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6478,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6479,wY,wY,wwYY,糯性,长粒,糯性长粒
6480,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6481,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6482,wY,wY,wwYY,糯性,长粒,糯性长粒
6483,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6484,wy,wY,wwYy,糯性,长粒,糯性长粒
6485,wY,wY,wwYY,糯性,长粒,糯性长粒
6486,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6487,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6488,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6489,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6490,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6491,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6492,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6493,wy,wy,wwyy,糯性,短粒,糯性短粒
6494,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6495,wY,wY,wwYY,糯性,长粒,糯性长粒
6496,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6497,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6498,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6499,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6500,wy,wy,wwyy,糯性,短粒,糯性短粒
6501,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6502,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6503,wY,wy,wwYy,糯性,长粒,糯性长粒
6504,wy,wy,wwyy,糯性,短粒,糯性短粒
6505,wY,wY,wwYY,糯性,长粒,糯性长粒
6506,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6507,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6508,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6509,wY,wy,wwYy,糯性,长粒,糯性长粒
6510,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6511,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6512,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6513,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6514,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6515,wY,wY,wwYY,糯性,长粒,糯性长粒
6516,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6517,wy,wy,wwyy,糯性,短粒,糯性短粒
6518,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6519,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6520,wy,wy,wwyy,糯性,短粒,糯性短粒
6521,wY,wy,wwYy,糯性,长粒,糯性长粒
6522,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6523,wY,wy,wwYy,糯性,长粒,糯性长粒
6524,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6525,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6526,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6527,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6528,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6529,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6530,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6531,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6532,wy,wy,wwyy,糯性,短粒,糯性短粒
6533,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6534,wy,wY,wwYy,糯性,长粒,糯性长粒
6535,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6536,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6537,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6538,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6539,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6540,wY,wY,wwYY,糯性,长粒,糯性长粒
6541,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6542,wY,wy,wwYy,糯性,长粒,糯性长粒
6543,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6544,wy,wy,wwyy,糯性,短粒,糯性短粒
6545,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6546,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6547,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6548,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6549,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6550,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6551,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6552,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6553,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6554,wY,wY,wwYY,糯性,长粒,糯性长粒
6555,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6556,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6557,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6558,wY,wY,wwYY,糯性,长粒,糯性长粒
6559,wy,wY,wwYy,糯性,长粒,糯性长粒
6560,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6561,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6562,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6563,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6564,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6565,wy,wY,wwYy,糯性,长粒,糯性长粒
6566,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6567,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6568,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6569,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6570,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6571,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6572,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6573,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6574,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6575,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6576,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6577,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6578,wy,wy,wwyy,糯性,短粒,糯性短粒
6579,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6580,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6581,wY,wy,wwYy,糯性,长粒,糯性长粒
6582,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6583,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6584,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6585,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6586,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6587,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6588,wY,wY,wwYY,糯性,长粒,糯性长粒
6589,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6590,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6591,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6592,wy,wY,wwYy,糯性,长粒,糯性长粒
6593,wy,wy,wwyy,糯性,短粒,糯性短粒
6594,wY,wy,wwYy,糯性,长粒,糯性长粒
6595,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6596,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6597,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6598,wY,wy,wwYy,糯性,长粒,糯性长粒
6599,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6600,wY,wY,wwYY,糯性,长粒,糯性长粒
6601,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6602,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6603,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6604,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6605,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6606,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6607,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6608,wY,wY,wwYY,糯性,长粒,糯性长粒
6609,wY,wY,wwYY,糯性,长粒,糯性长粒
6610,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6611,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6612,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6613,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6614,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6615,wY,wy,wwYy,糯性,长粒,糯性长粒
6616,wy,wY,wwYy,糯性,长粒,糯性长粒
6617,wy,wY,wwYy,糯性,长粒,糯性长粒
6618,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6619,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6620,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6621,wy,wy,wwyy,糯性,短粒,糯性短粒
6622,wY,wy,wwYy,糯性,长粒,糯性长粒
6623,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6624,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6625,wY,wy,wwYy,糯性,长粒,糯性长粒
6626,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6627,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6628,wy,wy,wwyy,糯性,短粒,糯性短粒
6629,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6630,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6631,wy,wY,wwYy,糯性,长粒,糯性长粒
