实验序号,亲本甲配子,亲本乙配子,后代基因型,胚乳性状,粒形,性状组合
5737,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5738,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5739,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5740,wy,wy,wwyy,糯性,短粒,糯性短粒
5741,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5742,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5743,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5744,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5745,wy,wY,wwYy,糯性,长粒,糯性长粒
5746,wy,wY,wwYy,糯性,长粒,糯性长粒
5747,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5748,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5749,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
5750,wy,wY,wwYy,糯性,长粒,糯性长粒
5751,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5752,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5753,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5754,wY,WY,WwYY,非糯性,长粒,非糯性长粒
5755,wy,wY,wwYy,糯性,长粒,糯性长粒
5756,wY,wy,wwYy,糯性,长粒,糯性长粒
5757,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5758,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
5759,wy,wY,wwYy,糯性,长粒,糯性长粒
5760,wy,wY,wwYy,糯性,长粒,糯性长粒
5761,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5762,wY,wY,wwYY,糯性,长粒,糯性长粒
5763,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
5764,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5765,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
5766,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
5767,wy,WY,WwYy,非糯性,长粒,非糯性长粒
5768,wY,wY,wwYY,糯性,长粒,糯性长粒
5769,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5770,wy,wY,wwYy,糯性,长粒,糯性长粒
5771,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
5772,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5773,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5774,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5775,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5776,wY,WY,WwYY,非糯性,长粒,非糯性长粒
5777,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5778,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
5779,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5780,wY,wY,wwYY,糯性,长粒,糯性长粒
5781,wy,WY,WwYy,非糯性,长粒,非糯性长粒
5782,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5783,wY,wy,wwYy,糯性,长粒,糯性长粒
5784,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5785,wY,WY,WwYY,非糯性,长粒,非糯性长粒
5786,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5787,wy,WY,WwYy,非糯性,长粒,非糯性长粒
5788,wy,wY,wwYy,糯性,长粒,糯性长粒
5789,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5790,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5791,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5792,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5793,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
5794,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
5795,wY,wy,wwYy,糯性,长粒,糯性长粒
5796,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5797,wy,wY,wwYy,糯性,长粒,糯性长粒
5798,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5799,wy,WY,WwYy,非糯性,长粒,非糯性长粒
5800,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5801,wY,wY,wwYY,糯性,长粒,糯性长粒
5802,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5803,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
5804,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5805,wy,wY,wwYy,糯性,长粒,糯性长粒
5806,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5807,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
5808,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5809,wy,wy,wwyy,糯性,短粒,糯性短粒
5810,wY,wY,wwYY,糯性,长粒,糯性长粒
5811,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5812,wY,WY,WwYY,非糯性,长粒,非糯性长粒
5813,wY,wy,wwYy,糯性,长粒,糯性长粒
5814,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5815,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5816,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
5817,wy,wy,wwyy,糯性,短粒,糯性短粒
5818,wy,wY,wwYy,糯性,长粒,糯性长粒
5819,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
5820,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5821,wY,wY,wwYY,糯性,长粒,糯性长粒
5822,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
5823,wY,WY,WwYY,非糯性,长粒,非糯性长粒
5824,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5825,wY,wy,wwYy,糯性,长粒,糯性长粒
5826,wy,wY,wwYy,糯性,长粒,糯性长粒
5827,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5828,wY,wy,wwYy,糯性,长粒,糯性长粒
5829,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5830,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5831,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
5832,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5833,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5834,wy,wy,wwyy,糯性,短粒,糯性短粒
5835,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5836,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5837,wy,wy,wwyy,糯性,短粒,糯性短粒
5838,wY,wY,wwYY,糯性,长粒,糯性长粒
5839,wY,WY,WwYY,非糯性,长粒,非糯性长粒
5840,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5841,wY,WY,WwYY,非糯性,长粒,非糯性长粒
5842,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
5843,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5844,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5845,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5846,wY,wy,wwYy,糯性,长粒,糯性长粒
5847,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
5848,wY,wy,wwYy,糯性,长粒,糯性长粒
5849,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5850,wY,wY,wwYY,糯性,长粒,糯性长粒
5851,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5852,wY,wY,wwYY,糯性,长粒,糯性长粒
5853,wY,wy,wwYy,糯性,长粒,糯性长粒
5854,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5855,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5856,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5857,wY,WY,WwYY,非糯性,长粒,非糯性长粒
5858,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
5859,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5860,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5861,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5862,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5863,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5864,wy,wy,wwyy,糯性,短粒,糯性短粒
5865,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5866,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
5867,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5868,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5869,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5870,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
5871,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5872,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5873,wY,wy,wwYy,糯性,长粒,糯性长粒
5874,wy,wY,wwYy,糯性,长粒,糯性长粒
5875,wY,WY,WwYY,非糯性,长粒,非糯性长粒
5876,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5877,wY,WY,WwYY,非糯性,长粒,非糯性长粒
5878,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5879,wy,wY,wwYy,糯性,长粒,糯性长粒
5880,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5881,wY,wY,wwYY,糯性,长粒,糯性长粒
5882,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5883,wY,wY,wwYY,糯性,长粒,糯性长粒
5884,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5885,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5886,wy,wy,wwyy,糯性,短粒,糯性短粒
5887,wY,wy,wwYy,糯性,长粒,糯性长粒
5888,wY,wy,wwYy,糯性,长粒,糯性长粒
5889,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
5890,wy,wy,wwyy,糯性,短粒,糯性短粒
5891,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5892,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5893,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5894,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5895,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5896,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5897,wY,wy,wwYy,糯性,长粒,糯性长粒
5898,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5899,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5900,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5901,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5902,wy,wY,wwYy,糯性,长粒,糯性长粒
5903,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5904,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5905,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5906,wY,wY,wwYY,糯性,长粒,糯性长粒
5907,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5908,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5909,wY,WY,WwYY,非糯性,长粒,非糯性长粒
5910,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5911,wy,wy,wwyy,糯性,短粒,糯性短粒
5912,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5913,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5914,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
5915,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5916,wy,WY,WwYy,非糯性,长粒,非糯性长粒
5917,wY,wY,wwYY,糯性,长粒,糯性长粒
5918,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5919,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5920,wY,wy,wwYy,糯性,长粒,糯性长粒
5921,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
5922,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
5923,wy,WY,WwYy,非糯性,长粒,非糯性长粒
5924,wy,WY,WwYy,非糯性,长粒,非糯性长粒
5925,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5926,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5927,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5928,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
5929,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
5930,wy,WY,WwYy,非糯性,长粒,非糯性长粒
5931,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5932,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
5933,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5934,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5935,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5936,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5937,wY,wy,wwYy,糯性,长粒,糯性长粒
5938,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5939,wy,wy,wwyy,糯性,短粒,糯性短粒
5940,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5941,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5942,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
5943,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5944,wY,WY,WwYY,非糯性,长粒,非糯性长粒
5945,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
5946,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5947,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5948,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5949,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5950,wY,wy,wwYy,糯性,长粒,糯性长粒
5951,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5952,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5953,wy,wy,wwyy,糯性,短粒,糯性短粒
5954,wy,WY,WwYy,非糯性,长粒,非糯性长粒
5955,wy,WY,WwYy,非糯性,长粒,非糯性长粒
5956,wY,wY,wwYY,糯性,长粒,糯性长粒
5957,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5958,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5959,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5960,wy,wy,wwyy,糯性,短粒,糯性短粒
5961,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5962,wY,wy,wwYy,糯性,长粒,糯性长粒
5963,WY,wY,WwYY,非糯性,长粒,非糯性长粒
5964,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5965,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5966,wY,wY,wwYY,糯性,长粒,糯性长粒
5967,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5968,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
5969,wY,wY,wwYY,糯性,长粒,糯性长粒
5970,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5971,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5972,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5973,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5974,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5975,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5976,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5977,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5978,wY,wy,wwYy,糯性,长粒,糯性长粒
5979,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
5980,wy,wY,wwYy,糯性,长粒,糯性长粒
5981,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5982,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5983,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5984,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
5985,wY,wy,wwYy,糯性,长粒,糯性长粒
5986,wy,wY,wwYy,糯性,长粒,糯性长粒
5987,wY,wy,wwYy,糯性,长粒,糯性长粒
5988,WY,wy,WwYy,非糯性,长粒,非糯性长粒
5989,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5990,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
5991,wY,WY,WwYY,非糯性,长粒,非糯性长粒
5992,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
5993,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
5994,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
5995,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5996,wy,wY,wwYy,糯性,长粒,糯性长粒
5997,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
5998,WY,WY,WWYY,非糯性,长粒,非糯性长粒
5999,wY,wY,wwYY,糯性,长粒,糯性长粒
6000,wy,wy,wwyy,糯性,短粒,糯性短粒
6001,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6002,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6003,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6004,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6005,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6006,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6007,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6008,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6009,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6010,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6011,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6012,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6013,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6014,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6015,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6016,wy,wY,wwYy,糯性,长粒,糯性长粒
6017,wy,wY,wwYy,糯性,长粒,糯性长粒
6018,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6019,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6020,wy,wY,wwYy,糯性,长粒,糯性长粒
6021,wy,wY,wwYy,糯性,长粒,糯性长粒
6022,wY,wY,wwYY,糯性,长粒,糯性长粒
6023,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6024,wY,wY,wwYY,糯性,长粒,糯性长粒
6025,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6026,wY,wy,wwYy,糯性,长粒,糯性长粒
6027,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6028,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6029,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6030,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6031,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6032,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6033,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6034,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6035,wy,wy,wwyy,糯性,短粒,糯性短粒
6036,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6037,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6038,wY,wy,wwYy,糯性,长粒,糯性长粒
6039,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6040,wy,wY,wwYy,糯性,长粒,糯性长粒
6041,wy,wy,wwyy,糯性,短粒,糯性短粒
6042,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6043,wy,wy,wwyy,糯性,短粒,糯性短粒
6044,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6045,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6046,wy,wY,wwYy,糯性,长粒,糯性长粒
6047,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6048,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6049,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6050,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6051,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6052,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6053,wy,wy,wwyy,糯性,短粒,糯性短粒
6054,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6055,wy,wy,wwyy,糯性,短粒,糯性短粒
6056,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6057,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6058,wY,wY,wwYY,糯性,长粒,糯性长粒
6059,wY,wy,wwYy,糯性,长粒,糯性长粒
6060,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6061,wY,wY,wwYY,糯性,长粒,糯性长粒
6062,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6063,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6064,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6065,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6066,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6067,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6068,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6069,wY,wy,wwYy,糯性,长粒,糯性长粒
6070,wy,wY,wwYy,糯性,长粒,糯性长粒
6071,wy,wy,wwyy,糯性,短粒,糯性短粒
6072,wY,wy,wwYy,糯性,长粒,糯性长粒
6073,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6074,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6075,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6076,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6077,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6078,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6079,wY,wy,wwYy,糯性,长粒,糯性长粒
6080,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6081,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6082,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6083,wY,wY,wwYY,糯性,长粒,糯性长粒
6084,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6085,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6086,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6087,wY,wy,wwYy,糯性,长粒,糯性长粒
6088,wy,wY,wwYy,糯性,长粒,糯性长粒
6089,wy,wY,wwYy,糯性,长粒,糯性长粒
6090,wY,wy,wwYy,糯性,长粒,糯性长粒
6091,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6092,wY,wY,wwYY,糯性,长粒,糯性长粒
6093,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6094,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6095,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6096,wy,wY,wwYy,糯性,长粒,糯性长粒
6097,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6098,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6099,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6100,wy,wY,wwYy,糯性,长粒,糯性长粒
6101,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6102,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6103,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6104,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6105,wy,wY,wwYy,糯性,长粒,糯性长粒
6106,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6107,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6108,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6109,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6110,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6111,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6112,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6113,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6114,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6115,wY,wY,wwYY,糯性,长粒,糯性长粒
6116,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6117,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6118,wy,wy,wwyy,糯性,短粒,糯性短粒
6119,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6120,wy,wy,wwyy,糯性,短粒,糯性短粒
6121,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6122,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6123,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6124,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6125,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6126,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6127,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6128,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6129,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6130,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6131,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6132,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6133,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
6134,wy,wY,wwYy,糯性,长粒,糯性长粒
6135,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6136,wy,wY,wwYy,糯性,长粒,糯性长粒
6137,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6138,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6139,wY,wy,wwYy,糯性,长粒,糯性长粒
6140,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6141,wy,wY,wwYy,糯性,长粒,糯性长粒
6142,wy,wy,wwyy,糯性,短粒,糯性短粒
6143,wy,wy,wwyy,糯性,短粒,糯性短粒
6144,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6145,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6146,wy,wy,wwyy,糯性,短粒,糯性短粒
6147,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6148,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6149,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6150,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6151,wy,wy,wwyy,糯性,短粒,糯性短粒
6152,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6153,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
6154,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6155,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6156,wy,WY,WwYy,非糯性,长粒,非糯性长粒
6157,wY,WY,WwYY,非糯性,长粒,非糯性长粒
6158,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6159,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6160,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6161,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6162,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6163,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
6164,wY,wy,wwYy,糯性,长粒,糯性长粒
6165,wy,wy,wwyy,糯性,短粒,糯性短粒
6166,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6167,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6168,WY,WY,WWYY,非糯性,长粒,非糯性长粒
6169,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6170,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6171,WY,wY,WwYY,非糯性,长粒,非糯性长粒
6172,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6173,wy,wY,wwYy,糯性,长粒,糯性长粒
6174,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
6175,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
6176,wY,wy,wwYy,糯性,长粒,糯性长粒
6177,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
6178,wy,wY,wwYy,糯性,长粒,糯性长粒
6179,wy,wY,wwYy,糯性,长粒,糯性长粒
6180,wY,wY,wwYY,糯性,长粒,糯性长粒
6181,WY,wy,WwYy,非糯性,长粒,非糯性长粒
6182,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6183,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
6184,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
